id;k1;b1;D1;p-value linear 1;R_score1;AIC_linear1;kef x^2 (1);kef x (1);kef 1 (1);p-value quadr 1;R_score quadr 1;AIC_quadr1
75;-1.919;15.003;1.919;0.0000000000000000000000000;0.999;-64.452;0.017;-2.077;15.320;0.0000000000000000000000000;0.999;-75.570
76;-1.898;13.135;1.898;0.0000000000000000000000000;0.999;-51.054;-0.020;-1.708;12.753;0.0000000000000000000000000;0.999;-63.007
78;-1.938;13.422;1.938;0.0000000000000000000000000;0.999;-80.610;-0.009;-1.852;13.249;0.0000000000000000000000000;0.999;-83.892
79;-1.986;15.728;1.986;0.0000000000000000000000000;0.999;-66.801;-0.003;-1.960;15.676;0.0000000000000000000000000;0.999;-65.118
80;-1.938;13.749;1.938;0.0000000000000000000000000;0.999;-87.880;-0.011;-1.833;13.539;0.0000000000000000000000000;1.000;-95.807
81;-1.951;14.746;1.951;0.0000000000000000000000000;0.998;-42.429;-0.003;-1.919;14.682;0.0000000000000000000000000;0.998;-40.701
82;-1.884;12.771;1.884;0.0000000000000000000000000;0.994;12.389;-0.067;-1.253;11.503;0.0000000000000000000000000;0.998;-31.759
83;-1.874;12.370;1.874;0.0000000000000000000000000;0.998;-47.175;0.003;-1.901;12.424;0.0000000000000000000000000;0.999;-45.385
84;-1.951;13.887;1.951;0.0000000000000000000000000;1.000;-99.514;-0.009;-1.871;13.726;0.0000000000000000000000000;1.000;-105.015
85;-1.961;15.336;1.961;0.0000000000000000000000000;0.999;-85.889;-0.005;-1.916;15.246;0.0000000000000000000000000;0.999;-85.457
86;-1.943;14.471;1.943;0.0000000000000000000000000;0.999;-46.451;0.001;-1.951;14.487;0.0000000000000000000000000;0.999;-44.470
87;-1.945;13.516;1.945;0.0000000000000000000000000;0.999;-75.751;-0.007;-1.875;13.375;0.0000000000000000000000000;0.999;-76.789
88;-1.866;13.662;1.866;0.0000000000000000000000000;0.998;-27.813;-0.019;-1.685;13.297;0.0000000000000000000000000;0.998;-32.415
89;-1.981;14.805;1.981;0.0000000000000000000000000;0.998;-27.970;-0.003;-1.955;14.752;0.0000000000000000000000000;0.998;-26.100
90;-1.983;15.532;1.983;0.0000000000000000000000000;1.000;-97.782;-0.002;-1.968;15.502;0.0000000000000000000000000;1.000;-96.007
91;-1.919;12.285;1.919;0.0000000000000000000000000;0.997;-21.237;-0.020;-1.729;11.904;0.0000000000000000000000000;0.998;-25.349
93;-1.988;15.594;1.988;0.0000000000000000000000000;1.000;-88.468;0.011;-2.096;15.811;0.0000000000000000000000000;1.000;-97.164
94;-1.945;14.157;1.945;0.0000000000000000000000000;1.000;-93.931;0.012;-2.055;14.379;0.0000000000000000000000000;1.000;-105.180
95;-1.983;15.297;1.983;0.0000000000000000000000000;0.999;-85.511;0.004;-2.022;15.375;0.0000000000000000000000000;0.999;-84.660
96;-1.803;13.147;1.803;0.0000000000000000000000000;0.996;-11.699;0.033;-2.111;13.766;0.0000000000000000000000000;0.997;-23.719
97;-1.947;14.175;1.947;0.0000000000000000000000000;0.999;-86.303;-0.000;-1.945;14.172;0.0000000000000000000000000;0.999;-84.305
99;-1.986;14.788;1.986;0.0000000000000000000000000;0.998;-40.575;0.006;-2.040;14.895;0.0000000000000000000000000;0.998;-39.306
100;-1.988;15.224;1.988;0.0000000000000000000000000;0.999;-59.208;-0.019;-1.811;14.868;0.0000000000000000000000000;0.999;-72.115
101;-1.817;12.570;1.817;0.0000000000000000000000000;1.000;-98.614;0.001;-1.830;12.598;0.0000000000000000000000000;1.000;-96.816
103;-1.963;15.455;1.963;0.0000000000000000000000000;1.000;-94.729;0.004;-2.004;15.538;0.0000000000000000000000000;1.000;-94.349
104;-1.971;13.974;1.971;0.0000000000000000000000000;1.000;-102.517;-0.007;-1.909;13.851;0.0000000000000000000000000;1.000;-105.113
105;-2.014;15.127;2.014;0.0000000000000000000000000;0.996;-6.502;0.016;-2.161;15.423;0.0000000000000000000000000;0.997;-6.962
106;-1.971;13.670;1.971;0.0000000000000000000000000;1.000;-98.009;-0.000;-1.970;13.668;0.0000000000000000000000000;1.000;-96.009
107;-1.951;14.389;1.951;0.0000000000000000000000000;1.000;-109.837;-0.004;-1.913;14.313;0.0000000000000000000000000;1.000;-109.876
108;-1.883;12.882;1.883;0.0000000000000000000000000;0.996;-7.258;-0.042;-1.487;12.086;0.0000000000000000000000000;0.998;-28.303
109;-1.890;14.977;1.890;0.0000000000000000000000000;0.999;-55.258;-0.013;-1.769;14.735;0.0000000000000000000000000;0.999;-58.876
111;-1.777;11.538;1.777;0.0000000000000000000000000;0.999;-73.116;-0.012;-1.666;11.315;0.0000000000000000000000000;0.999;-78.666
112;-1.973;14.603;1.973;0.0000000000000000000000000;1.000;-115.209;-0.003;-1.943;14.542;0.0000000000000000000000000;1.000;-114.637
113;-1.958;14.629;1.958;0.0000000000000000000000000;0.999;-53.780;-0.001;-1.951;14.615;0.0000000000000000000000000;0.999;-51.797
114;-1.967;14.578;1.967;0.0000000000000000000000000;0.999;-55.510;-0.006;-1.906;14.456;0.0000000000000000000000000;0.999;-54.879
115;-1.961;14.642;1.961;0.0000000000000000000000000;1.000;-88.850;-0.011;-1.857;14.434;0.0000000000000000000000000;1.000;-96.753
116;-1.982;14.511;1.982;0.0000000000000000000000000;1.000;-92.094;-0.002;-1.962;14.470;0.0000000000000000000000000;1.000;-90.474
117;-1.963;14.309;1.963;0.0000000000000000000000000;0.999;-63.410;0.002;-1.979;14.341;0.0000000000000000000000000;0.999;-61.520
118;-1.978;15.650;1.978;0.0000000000000000000000000;0.998;-28.636;0.003;-2.008;15.710;0.0000000000000000000000000;0.998;-26.803
119;-1.924;13.299;1.924;0.0000000000000000000000000;0.998;-29.359;0.007;-1.989;13.431;0.0000000000000000000000000;0.998;-28.190
120;-1.979;14.681;1.979;0.0000000000000000000000000;0.997;-12.023;0.008;-2.057;14.839;0.0000000000000000000000000;0.997;-10.811
122;-1.984;14.880;1.984;0.0000000000000000000000000;0.999;-62.288;-0.002;-1.964;14.841;0.0000000000000000000000000;0.999;-60.453
123;-1.908;12.932;1.908;0.0000000000000000000000000;0.998;-34.144;-0.030;-1.625;12.362;0.0000000000000000000000000;0.999;-54.778
124;-1.973;14.953;1.973;0.0000000000000000000000000;0.999;-85.983;-0.017;-1.817;14.639;0.0000000000000000000000000;1.000;-108.892
125;-1.969;13.733;1.969;0.0000000000000000000000000;0.995;3.894;0.012;-2.080;13.956;0.0000000000000000000000000;0.995;4.829
126;-2.004;14.744;2.004;0.0000000000000000000000000;0.996;-3.873;-0.011;-1.900;14.536;0.0000000000000000000000000;0.996;-2.991
127;-1.967;13.826;1.967;0.0000000000000000000000000;0.999;-82.253;-0.009;-1.883;13.659;0.0000000000000000000000000;0.999;-85.385
128;-1.933;14.457;1.933;0.0000000000000000000000000;0.997;-11.705;-0.013;-1.812;14.214;0.0000000000000000000000000;0.997;-11.572
129;-1.971;15.276;1.971;0.0000000000000000000000000;0.999;-73.438;-0.007;-1.903;15.139;0.0000000000000000000000000;0.999;-74.145
131;-1.992;15.157;1.992;0.0000000000000000000000000;0.999;-45.589;0.002;-2.014;15.203;0.0000000000000000000000000;0.999;-43.737
132;-1.989;13.711;1.989;0.0000000000000000000000000;0.999;-46.868;0.009;-2.070;13.874;0.0000000000000000000000000;0.999;-46.847
133;-1.927;14.614;1.927;0.0000000000000000000000000;0.998;-44.308;-0.009;-1.840;14.439;0.0000000000000000000000000;0.999;-44.455
134;-1.994;14.687;1.994;0.0000000000000000000000000;0.999;-84.673;-0.008;-1.923;14.543;0.0000000000000000000000000;1.000;-86.648
135;-1.921;14.802;1.921;0.0000000000000000000000000;0.999;-73.430;0.002;-1.938;14.835;0.0000000000000000000000000;0.999;-71.584
136;-1.942;13.372;1.942;0.0000000000000000000000000;0.999;-76.907;0.006;-2.001;13.492;0.0000000000000000000000000;0.999;-77.150
137;-1.874;11.866;1.874;0.0000000000000000000000000;0.996;-2.352;-0.059;-1.319;10.750;0.0000000000000000000000000;0.999;-56.977
138;-1.913;13.137;1.913;0.0000000000000000000000000;0.999;-81.495;0.010;-2.010;13.332;0.0000000000000000000000000;0.999;-86.557
140;-1.952;14.179;1.952;0.0000000000000000000000000;0.999;-63.795;-0.023;-1.734;13.741;0.0000000000000000000000000;1.000;-91.515
141;-1.952;14.338;1.952;0.0000000000000000000000000;1.000;-97.574;-0.010;-1.861;14.155;0.0000000000000000000000000;1.000;-105.094
142;-1.890;13.693;1.890;0.0000000000000000000000000;0.999;-54.302;0.017;-2.049;14.012;0.0000000000000000000000000;0.999;-62.374
144;-1.975;14.050;1.975;0.0000000000000000000000000;0.998;-36.560;-0.016;-1.826;13.751;0.0000000000000000000000000;0.998;-40.006
145;-1.893;13.991;1.893;0.0000000000000000000000000;0.999;-76.543;0.001;-1.900;14.005;0.0000000000000000000000000;0.999;-74.576
146;-1.894;13.369;1.894;0.0000000000000000000000000;0.997;-14.340;-0.037;-1.548;12.675;0.0000000000000000000000000;0.998;-32.467
147;-1.972;14.650;1.972;0.0000000000000000000000000;1.000;-96.123;-0.008;-1.901;14.508;0.0000000000000000000000000;1.000;-99.340
148;-1.942;14.602;1.942;0.0000000000000000000000000;0.999;-82.400;0.005;-1.989;14.698;0.0000000000000000000000000;0.999;-82.037
149;-1.955;14.150;1.955;0.0000000000000000000000000;0.999;-58.792;-0.015;-1.814;13.867;0.0000000000000000000000000;0.999;-65.483
150;-1.997;14.734;1.997;0.0000000000000000000000000;0.999;-86.199;-0.001;-1.989;14.716;0.0000000000000000000000000;0.999;-84.258
151;-1.945;12.571;1.945;0.0000000000000000000000000;0.998;-43.299;-0.025;-1.709;12.095;0.0000000000000000000000000;0.999;-60.194
152;-1.960;13.894;1.960;0.0000000000000000000000000;0.999;-69.518;-0.016;-1.806;13.584;0.0000000000000000000000000;0.999;-82.042
153;-1.925;13.103;1.925;0.0000000000000000000000000;1.000;-109.308;-0.011;-1.820;12.891;0.0000000000000000000000000;1.000;-126.011
154;-1.987;14.661;1.987;0.0000000000000000000000000;1.000;-121.647;-0.006;-1.928;14.543;0.0000000000000000000000000;1.000;-126.499
155;-1.890;13.888;1.890;0.0000000000000000000000000;0.999;-71.116;-0.002;-1.869;13.844;0.0000000000000000000000000;0.999;-69.371
156;-1.900;13.328;1.900;0.0000000000000000000000000;0.999;-61.949;-0.012;-1.790;13.105;0.0000000000000000000000000;0.999;-65.555
157;-1.994;15.571;1.994;0.0000000000000000000000000;0.999;-78.113;0.009;-2.079;15.741;0.0000000000000000000000000;0.999;-80.917
158;-1.916;14.278;1.916;0.0000000000000000000000000;0.999;-75.440;0.002;-1.933;14.314;0.0000000000000000000000000;0.999;-73.624
159;-1.927;14.903;1.927;0.0000000000000000000000000;0.999;-72.174;-0.014;-1.798;14.644;0.0000000000000000000000000;0.999;-80.406
160;-1.993;14.793;1.993;0.0000000000000000000000000;1.000;-91.009;-0.004;-1.959;14.725;0.0000000000000000000000000;1.000;-90.016
161;-1.977;14.749;1.977;0.0000000000000000000000000;0.998;-25.021;0.004;-2.018;14.832;0.0000000000000000000000000;0.998;-23.319
162;-1.921;14.170;1.921;0.0000000000000000000000000;0.999;-47.187;-0.023;-1.707;13.741;0.0000000000000000000000000;0.999;-61.643
163;-1.920;13.336;1.920;0.0000000000000000000000000;0.999;-57.568;-0.023;-1.708;12.910;0.0000000000000000000000000;0.999;-77.920
164;-1.875;13.604;1.875;0.0000000000000000000000000;1.000;-95.363;0.006;-1.936;13.726;0.0000000000000000000000000;1.000;-97.071
165;-1.966;14.391;1.966;0.0000000000000000000000000;0.999;-54.896;-0.010;-1.869;14.197;0.0000000000000000000000000;0.999;-56.401
166;-2.006;15.972;2.006;0.0000000000000000000000000;0.997;-11.731;0.013;-2.132;16.225;0.0000000000000000000000000;0.997;-11.770
168;-1.982;13.705;1.982;0.0000000000000000000000000;0.999;-83.725;-0.013;-1.864;13.468;0.0000000000000000000000000;1.000;-93.374
169;-1.977;14.571;1.977;0.0000000000000000000000000;0.996;-4.973;-0.025;-1.743;14.100;0.0000000000000000000000000;0.997;-9.282
170;-1.961;14.077;1.961;0.0000000000000000000000000;1.000;-91.516;0.008;-2.037;14.230;0.0000000000000000000000000;1.000;-94.937
171;-1.882;13.009;1.882;0.0000000000000000000000000;0.998;-45.468;-0.027;-1.632;12.506;0.0000000000000000000000000;0.999;-66.832
173;-1.929;13.016;1.929;0.0000000000000000000000000;0.996;-0.609;-0.004;-1.893;12.944;0.0000000000000000000000000;0.996;1.268
174;-1.924;11.429;1.924;0.0000000000000000000000000;0.998;-34.598;-0.034;-1.603;10.784;0.0000000000000000000000000;0.999;-65.277
175;-2.009;15.632;2.009;0.0000000000000000000000000;0.991;33.185;0.019;-2.189;15.994;0.0000000000000000000000000;0.991;33.810
176;-1.890;12.901;1.890;0.0000000000000000000000000;0.999;-82.256;-0.011;-1.786;12.692;0.0000000000000000000000000;0.999;-88.571
177;-1.949;14.585;1.949;0.0000000000000000000000000;0.999;-50.325;-0.018;-1.783;14.252;0.0000000000000000000000000;0.999;-58.235
178;-1.967;14.147;1.967;0.0000000000000000000000000;0.999;-48.360;-0.004;-1.932;14.078;0.0000000000000000000000000;0.999;-46.727
180;-1.947;14.299;1.947;0.0000000000000000000000000;0.999;-74.445;-0.007;-1.879;14.164;0.0000000000000000000000000;0.999;-75.158
181;-1.926;13.736;1.926;0.0000000000000000000000000;0.998;-36.747;-0.001;-1.914;13.712;0.0000000000000000000000000;0.998;-34.780
182;-1.980;13.162;1.980;0.0000000000000000000000000;0.998;-36.634;-0.012;-1.865;12.931;0.0000000000000000000000000;0.998;-37.804
183;-1.985;15.531;1.985;0.0000000000000000000000000;1.000;-99.752;0.000;-1.985;15.531;0.0000000000000000000000000;1.000;-97.752
184;-1.983;14.490;1.983;0.0000000000000000000000000;0.999;-56.178;-0.022;-1.775;14.072;0.0000000000000000000000000;0.999;-74.488
187;-1.898;14.515;1.898;0.0000000000000000000000000;0.998;-41.527;-0.031;-1.609;13.933;0.0000000000000000000000000;0.999;-70.488
188;-1.970;13.894;1.970;0.0000000000000000000000000;0.999;-56.486;-0.013;-1.846;13.644;0.0000000000000000000000000;0.999;-60.692
189;-1.951;13.810;1.951;0.0000000000000000000000000;1.000;-93.033;-0.008;-1.871;13.650;0.0000000000000000000000000;1.000;-97.175
190;-1.974;15.274;1.974;0.0000000000000000000000000;1.000;-89.551;0.007;-2.036;15.399;0.0000000000000000000000000;1.000;-90.936
191;-1.914;14.080;1.914;0.0000000000000000000000000;0.999;-65.379;-0.017;-1.756;13.763;0.0000000000000000000000000;0.999;-76.870
192;-1.919;14.478;1.919;0.0000000000000000000000000;0.999;-45.458;-0.026;-1.674;13.986;0.0000000000000000000000000;0.999;-65.554
193;-1.934;15.201;1.934;0.0000000000000000000000000;0.999;-84.051;-0.015;-1.795;14.922;0.0000000000000000000000000;1.000;-99.333
195;-1.792;13.990;1.792;0.0000000000000000000000000;0.990;28.389;-0.043;-1.386;13.175;0.0000000000000000000000000;0.992;21.811
196;-1.985;14.938;1.985;0.0000000000000000000000000;0.998;-33.916;0.002;-2.003;14.973;0.0000000000000000000000000;0.998;-31.981
197;-1.892;14.732;1.892;0.0000000000000000000000000;1.000;-100.437;0.010;-1.982;14.913;0.0000000000000000000000000;1.000;-108.376
198;-1.941;13.646;1.941;0.0000000000000000000000000;0.999;-51.906;-0.007;-1.880;13.522;0.0000000000000000000000000;0.999;-51.186
199;-1.983;16.119;1.983;0.0000000000000000000000000;0.999;-54.424;-0.007;-1.916;15.984;0.0000000000000000000000000;0.999;-54.045
200;-1.900;14.304;1.900;0.0000000000000000000000000;0.999;-52.851;0.007;-1.967;14.438;0.0000000000000000000000000;0.999;-52.396
201;-1.943;14.146;1.943;0.0000000000000000000000000;0.999;-56.742;-0.011;-1.844;13.947;0.0000000000000000000000000;0.999;-58.616
202;-1.973;14.142;1.973;0.0000000000000000000000000;0.999;-44.922;0.003;-1.999;14.194;0.0000000000000000000000000;0.999;-43.117
203;-1.973;14.378;1.973;0.0000000000000000000000000;0.997;-17.076;-0.016;-1.827;14.083;0.0000000000000000000000000;0.997;-18.270
204;-1.995;15.057;1.995;0.0000000000000000000000000;0.998;-35.816;0.003;-2.025;15.116;0.0000000000000000000000000;0.998;-34.011
205;-1.945;14.604;1.945;0.0000000000000000000000000;1.000;-99.640;0.004;-1.979;14.673;0.0000000000000000000000000;1.000;-98.903
206;-1.957;14.267;1.957;0.0000000000000000000000000;0.998;-25.379;-0.008;-1.879;14.112;0.0000000000000000000000000;0.998;-24.435
207;-2.012;16.284;2.012;0.0000000000000000000000000;0.994;14.436;0.015;-2.154;16.569;0.0000000000000000000000000;0.994;15.091
208;-1.937;13.673;1.937;0.0000000000000000000000000;0.995;1.161;0.010;-2.035;13.869;0.0000000000000000000000000;0.996;2.284
209;-1.948;13.934;1.948;0.0000000000000000000000000;0.999;-64.832;-0.014;-1.817;13.670;0.0000000000000000000000000;0.999;-71.585
210;-1.875;13.002;1.875;0.0000000000000000000000000;0.997;-14.561;-0.035;-1.545;12.338;0.0000000000000000000000000;0.998;-30.686
211;-1.944;14.133;1.944;0.0000000000000000000000000;0.999;-66.161;-0.010;-1.848;13.940;0.0000000000000000000000000;0.999;-68.750
212;-1.969;15.391;1.969;0.0000000000000000000000000;1.000;-92.210;-0.016;-1.819;15.088;0.0000000000000000000000000;1.000;-118.135
213;-1.952;13.530;1.952;0.0000000000000000000000000;0.998;-42.529;0.003;-1.977;13.580;0.0000000000000000000000000;0.998;-40.696
215;-1.969;14.069;1.969;0.0000000000000000000000000;0.999;-72.884;0.001;-1.975;14.082;0.0000000000000000000000000;0.999;-70.906
216;-1.937;14.342;1.937;0.0000000000000000000000000;0.999;-84.618;-0.006;-1.876;14.220;0.0000000000000000000000000;0.999;-85.439
217;-1.965;15.198;1.965;0.0000000000000000000000000;0.999;-56.823;-0.006;-1.907;15.083;0.0000000000000000000000000;0.999;-56.091
218;-1.967;14.565;1.967;0.0000000000000000000000000;1.000;-96.968;-0.008;-1.893;14.416;0.0000000000000000000000000;1.000;-100.852
220;-1.783;12.448;1.783;0.0000000000000000000000000;0.998;-40.013;-0.018;-1.616;12.113;0.0000000000000000000000000;0.998;-45.638
221;-1.972;14.690;1.972;0.0000000000000000000000000;0.999;-69.666;-0.001;-1.965;14.676;0.0000000000000000000000000;0.999;-67.689
222;-1.971;13.765;1.971;0.0000000000000000000000000;0.999;-49.484;-0.006;-1.913;13.650;0.0000000000000000000000000;0.999;-48.522
223;-1.947;14.601;1.947;0.0000000000000000000000000;0.999;-60.503;-0.015;-1.810;14.325;0.0000000000000000000000000;0.999;-67.112
224;-1.995;15.840;1.995;0.0000000000000000000000000;0.999;-71.313;-0.009;-1.915;15.679;0.0000000000000000000000000;0.999;-72.913
225;-1.935;13.820;1.935;0.0000000000000000000000000;0.999;-45.849;-0.027;-1.678;13.302;0.0000000000000000000000000;0.999;-69.482
227;-1.907;12.893;1.907;0.0000000000000000000000000;0.999;-74.891;-0.017;-1.746;12.569;0.0000000000000000000000000;1.000;-91.787
228;-1.898;12.880;1.898;0.0000000000000000000000000;0.999;-85.308;-0.014;-1.764;12.611;0.0000000000000000000000000;1.000;-99.748
230;-1.936;13.842;1.936;0.0000000000000000000000000;0.999;-83.224;0.008;-2.016;14.003;0.0000000000000000000000000;0.999;-86.075
231;-1.901;13.652;1.901;0.0000000000000000000000000;0.999;-73.238;-0.017;-1.741;13.331;0.0000000000000000000000000;0.999;-88.811
233;-1.967;14.093;1.967;0.0000000000000000000000000;0.999;-57.666;-0.002;-1.945;14.049;0.0000000000000000000000000;0.999;-55.847
234;-1.979;14.820;1.979;0.0000000000000000000000000;0.999;-78.302;-0.004;-1.939;14.741;0.0000000000000000000000000;0.999;-77.313
235;-1.993;14.524;1.993;0.0000000000000000000000000;0.998;-34.605;0.004;-2.027;14.592;0.0000000000000000000000000;0.998;-32.863
236;-1.954;13.240;1.954;0.0000000000000000000000000;0.999;-74.434;-0.017;-1.794;12.920;0.0000000000000000000000000;1.000;-90.605
237;-1.878;13.039;1.878;0.0000000000000000000000000;0.998;-38.463;-0.029;-1.606;12.492;0.0000000000000000000000000;0.999;-59.857
238;-1.975;14.589;1.975;0.0000000000000000000000000;1.000;-104.002;-0.008;-1.897;14.433;0.0000000000000000000000000;1.000;-109.927
